time,beuti
1988-01-15T00:00:00Z,2.16
1988-02-15T00:00:00Z,9.58
1988-03-15T00:00:00Z,25.179
1988-04-15T00:00:00Z,10.962
1988-05-15T00:00:00Z,19.798
1988-06-15T00:00:00Z,21.401
1988-07-15T00:00:00Z,19.794
1988-08-15T00:00:00Z,9.025
1988-09-15T00:00:00Z,12.575
1988-10-15T00:00:00Z,4.547
1988-11-15T00:00:00Z,3.881
1988-12-15T00:00:00Z,12.411
1989-01-15T00:00:00Z,13.414
1989-02-15T00:00:00Z,19.26
1989-03-15T00:00:00Z,-0.148
1989-04-15T00:00:00Z,9.998
1989-05-15T00:00:00Z,25.379
1989-06-15T00:00:00Z,18.102
1989-07-15T00:00:00Z,24.146
1989-08-15T00:00:00Z,11.219
1989-09-15T00:00:00Z,3.538
1989-10-15T00:00:00Z,4.236
1989-11-15T00:00:00Z,3.162
1989-12-15T00:00:00Z,4.571
1990-01-15T00:00:00Z,8.789
1990-02-15T00:00:00Z,16.87
1990-03-15T00:00:00Z,21.018
1990-04-15T00:00:00Z,21.164
1990-05-15T00:00:00Z,28.566
1990-06-15T00:00:00Z,13.908
1990-07-15T00:00:00Z,5.738
1990-08-15T00:00:00Z,3.273
1990-09-15T00:00:00Z,1.901
1990-10-15T00:00:00Z,7.678
1990-11-15T00:00:00Z,10.493
1990-12-15T00:00:00Z,17.36
1991-01-15T00:00:00Z,3.311
1991-02-15T00:00:00Z,6.623
1991-03-15T00:00:00Z,12.246
1991-04-15T00:00:00Z,25.472
1991-05-15T00:00:00Z,43.141
1991-06-15T00:00:00Z,31.907
1991-07-15T00:00:00Z,14.444
1991-08-15T00:00:00Z,6.078
1991-09-15T00:00:00Z,4.394
1991-10-15T00:00:00Z,4.17
1991-11-15T00:00:00Z,11.18
1991-12-15T00:00:00Z,1.533
1992-01-15T00:00:00Z,1.345
1992-02-15T00:00:00Z,-2.57
1992-03-15T00:00:00Z,0.604
1992-04-15T00:00:00Z,3.255
1992-05-15T00:00:00Z,10.61
1992-06-15T00:00:00Z,10.198
1992-07-15T00:00:00Z,5.536
1992-08-15T00:00:00Z,4.992
1992-09-15T00:00:00Z,3.8
1992-10-15T00:00:00Z,0.263
1992-11-15T00:00:00Z,0.884
1992-12-15T00:00:00Z,2.796
1993-01-15T00:00:00Z,-0.749
1993-02-15T00:00:00Z,-1.228
1993-03-15T00:00:00Z,2.865
1993-04-15T00:00:00Z,11.304
1993-05-15T00:00:00Z,4.073
1993-06-15T00:00:00Z,12.286
1993-07-15T00:00:00Z,17.71
1993-08-15T00:00:00Z,6.462
1993-09-15T00:00:00Z,6.922
1993-10-15T00:00:00Z,1.455
1993-11-15T00:00:00Z,4.308
1993-12-15T00:00:00Z,0.148
1994-01-15T00:00:00Z,1.708
1994-02-15T00:00:00Z,1.476
1994-03-15T00:00:00Z,4.963
1994-04-15T00:00:00Z,18.896
1994-05-15T00:00:00Z,16.045
1994-06-15T00:00:00Z,19.103
1994-07-15T00:00:00Z,15.015
1994-08-15T00:00:00Z,6.512
1994-09-15T00:00:00Z,1.954
1994-10-15T00:00:00Z,8.432
1994-11-15T00:00:00Z,4.973
1994-12-15T00:00:00Z,0.57
1995-01-15T00:00:00Z,-15.855
1995-02-15T00:00:00Z,2.519
1995-03-15T00:00:00Z,0.792
1995-04-15T00:00:00Z,16.777
1995-05-15T00:00:00Z,17.695
1995-06-15T00:00:00Z,14.565
1995-07-15T00:00:00Z,4.65
1995-08-15T00:00:00Z,5.868
1995-09-15T00:00:00Z,0.743
1995-10-15T00:00:00Z,2.536
1995-11-15T00:00:00Z,2.247
1995-12-15T00:00:00Z,-0.59
1996-01-15T00:00:00Z,3.307
1996-02-15T00:00:00Z,-1.002
1996-03-15T00:00:00Z,6.644
1996-04-15T00:00:00Z,7.183
1996-05-15T00:00:00Z,26.232
1996-06-15T00:00:00Z,32.898
1996-07-15T00:00:00Z,15.877
1996-08-15T00:00:00Z,13.986
1996-09-15T00:00:00Z,5.366
1996-10-15T00:00:00Z,4.477
1996-11-15T00:00:00Z,5.136
1996-12-15T00:00:00Z,-2.138
1997-01-15T00:00:00Z,0.571
1997-02-15T00:00:00Z,15.522
1997-03-15T00:00:00Z,16.252
1997-04-15T00:00:00Z,23.427
1997-05-15T00:00:00Z,3.597
1997-06-15T00:00:00Z,13.117
1997-07-15T00:00:00Z,9.588
1997-08-15T00:00:00Z,2.172
1997-09-15T00:00:00Z,0.185
1997-10-15T00:00:00Z,1.638
1997-11-15T00:00:00Z,0.001
1997-12-15T00:00:00Z,0.414
1998-01-15T00:00:00Z,-1.915
1998-02-15T00:00:00Z,0.463
1998-03-15T00:00:00Z,7.275
1998-04-15T00:00:00Z,13.526
1998-05-15T00:00:00Z,5.483
1998-06-15T00:00:00Z,12.388
1998-07-15T00:00:00Z,12.661
1998-08-15T00:00:00Z,9.411
1998-09-15T00:00:00Z,4.257
1998-10-15T00:00:00Z,5.01
1998-11-15T00:00:00Z,0.784
1998-12-15T00:00:00Z,12.337
1999-01-15T00:00:00Z,7.52
1999-02-15T00:00:00Z,1.289
1999-03-15T00:00:00Z,8.838
1999-04-15T00:00:00Z,47.667
1999-05-15T00:00:00Z,47.661
1999-06-15T00:00:00Z,34.132
1999-07-15T00:00:00Z,17.461
1999-08-15T00:00:00Z,4.53
1999-09-15T00:00:00Z,8.033
1999-10-15T00:00:00Z,5.147
1999-11-15T00:00:00Z,-0.527
1999-12-15T00:00:00Z,11.529
2000-01-15T00:00:00Z,1.528
2000-02-15T00:00:00Z,-1.583
2000-03-15T00:00:00Z,27.973
2000-04-15T00:00:00Z,9.752
2000-05-15T00:00:00Z,16.397
2000-06-15T00:00:00Z,13.302
2000-07-15T00:00:00Z,17.572
2000-08-15T00:00:00Z,10.495
2000-09-15T00:00:00Z,4.136
2000-10-15T00:00:00Z,6.293
2000-11-15T00:00:00Z,6.209
2000-12-15T00:00:00Z,3.499
2001-01-15T00:00:00Z,4.392
2001-02-15T00:00:00Z,5.834
2001-03-15T00:00:00Z,20.602
2001-04-15T00:00:00Z,25.426
2001-05-15T00:00:00Z,35.774
2001-06-15T00:00:00Z,32.484
2001-07-15T00:00:00Z,21.196
2001-08-15T00:00:00Z,9.63
2001-09-15T00:00:00Z,6.161
2001-10-15T00:00:00Z,9.323
2001-11-15T00:00:00Z,0.97
2001-12-15T00:00:00Z,4.675
2002-01-15T00:00:00Z,12.807
2002-02-15T00:00:00Z,4.81
2002-03-15T00:00:00Z,18.625
2002-04-15T00:00:00Z,25.684
2002-05-15T00:00:00Z,35.645
2002-06-15T00:00:00Z,50.279
2002-07-15T00:00:00Z,17.338
2002-08-15T00:00:00Z,17.016
2002-09-15T00:00:00Z,5.542
2002-10-15T00:00:00Z,10.907
2002-11-15T00:00:00Z,-1.168
2002-12-15T00:00:00Z,-3.741
2003-01-15T00:00:00Z,-0.322
2003-02-15T00:00:00Z,6.145
2003-03-15T00:00:00Z,8.352
2003-04-15T00:00:00Z,8.566
2003-05-15T00:00:00Z,28.824
2003-06-15T00:00:00Z,32.966
2003-07-15T00:00:00Z,24.147
2003-08-15T00:00:00Z,3.365
2003-09-15T00:00:00Z,3.004
2003-10-15T00:00:00Z,7.212
2003-11-15T00:00:00Z,0.291
2003-12-15T00:00:00Z,-2.752
2004-01-15T00:00:00Z,2.505
2004-02-15T00:00:00Z,0.99
2004-03-15T00:00:00Z,19.905
2004-04-15T00:00:00Z,12.705
2004-05-15T00:00:00Z,15.662
2004-06-15T00:00:00Z,19.932
2004-07-15T00:00:00Z,6.035
2004-08-15T00:00:00Z,3.154
2004-09-15T00:00:00Z,8.163
